
time,A3417,
161,0.493456,
161.5,0.493092,
162,0.495062,
162.5,0.494326,
163,0.495397,
163.5,0.497471,
164,0.49651,
164.5,0.497713,
165,0.497759,
165.5,0.497951,
166,0.499473,
166.5,0.500003,
167,0.500492,
167.5,0.501323,
168,0.501963,
168.5,0.500775,
169,0.502936,
169.5,0.502946,
170,0.505572,
170.5,0.506379,
171,0.508416,
171.5,0.507434,
172,0.506166,
172.5,0.508066,
173,0.508496,
173.5,0.509468,
174,0.509847,
174.5,0.511074,
175,0.510238,
175.5,0.512757,
176,0.515096,
176.5,0.514925,
177,0.515586,
177.5,0.515673,
178,0.516164,
178.5,0.517992,
179,0.519471,
179.5,0.519299,
180,0.521111,
180.5,0.521581,
181,0.522919,
181.5,0.522779,
182,0.524467,
182.5,0.5247,
183,0.524795,
183.5,0.526622,
184,0.527847,
184.5,0.528138,
185,0.529461,
185.5,0.52977,
186,0.529957,
186.5,0.530573,
187,0.533115,
187.5,0.531935,
188,0.533706,
188.5,0.533861,
189,0.535984,
189.5,0.53829,
190,0.538511,
190.5,0.537484,
191,0.53996,
191.5,0.540004,
192,0.542632,
192.5,0.543781,
193,0.542279,
193.5,0.542125,
194,0.54497,
194.5,0.545678,
195,0.546866,
195.5,0.549047,
196,0.548287,
196.5,0.5484,
197,0.551193,
197.5,0.552065,
198,0.552438,
198.5,0.553679,
199,0.555028,
199.5,0.556298,
200,0.556378,
200.5,0.558859,
201,0.558239,
201.5,0.557597,
202,0.561578,
202.5,0.560628,
203,0.562435,
203.5,0.563202,
204,0.564422,
204.5,0.565635,
205,0.56575,
205.5,0.567403,
206,0.568058,
206.5,0.569172,
207,0.569429,
207.5,0.570291,
208,0.572151,
208.5,0.573981,
209,0.574655,
209.5,0.577144,
210,0.575293,
210.5,0.577077,
211,0.578569,
211.5,0.57962,
212,0.579639,
212.5,0.57923,
213,0.582888,
213.5,0.582243,
214,0.583651,
214.5,0.58537,
215,0.586245,
215.5,0.588129,
216,0.587138,
216.5,0.589309,
217,0.589711,
217.5,0.590843,
218,0.591576,
218.5,0.591447,
219,0.594425,
219.5,0.595778,
220,0.597447,
220.5,0.596489,
221,0.599157,
221.5,0.599217,
222,0.600603,
222.5,0.598906,
223,0.601273,
223.5,0.601402,
224,0.602593,
224.5,0.605729,
225,0.607783,
225.5,0.605841,
226,0.607358,
226.5,0.606563,
227,0.60929,
227.5,0.608674,
228,0.611558,
228.5,0.612317,
229,0.610807,
229.5,0.611671,
230,0.614134,
230.5,0.614786,
231,0.613288,
231.5,0.616307,
232,0.614401,
232.5,0.617006,
233,0.616678,
233.5,0.61603,
234,0.618782,
234.5,0.619477,
235,0.620678,
235.5,0.619208,
236,0.620786,
236.5,0.621502,
237,0.620169,
237.5,0.622716,
238,0.623962,
238.5,0.623745,
239,0.624181,
239.5,0.625462,
240,0.624496,
240.5,0.624735,
241,0.624402,
241.5,0.627248,
242,0.629018,
242.5,0.629267,
243,0.628684,
243.5,0.629429,
244,0.629961,
244.5,0.630565,
245,0.632598,
245.5,0.632607,
246,0.631385,
246.5,0.63217,
247,0.633482,
247.5,0.633151,
248,0.634178,
248.5,0.634179,
249,0.634792,
249.5,0.635743,
250,0.635059,
250.5,0.63552,
251,0.63693,
251.5,0.638202,
252,0.635745,
252.5,0.639386,
253,0.637761,
253.5,0.637042,
254,0.638631,
254.5,0.639106,
255,0.640235,
255.5,0.639706,
256,0.640402,
256.5,0.640436,
257,0.641435,
257.5,0.639539,
258,0.639532,
258.5,0.643313,
259,0.641581,
259.5,0.643033,
260,0.643136,
260.5,0.642455,
261,0.644518,
261.5,0.64302,
262,0.64544,
262.5,0.643876,
263,0.644201,
263.5,0.644618,
264,0.647439,
264.5,0.644872,
265,0.644934,
265.5,0.645211,
266,0.645841,
266.5,0.647926,
267,0.648847,
267.5,0.649646,
268,0.651284,
268.5,0.652028,
269,0.652467,
269.5,0.65381,
270,0.656026,
270.5,0.657678,
271,0.655473,
271.5,0.655715,
272,0.658537,
272.5,0.659995,
273,0.66071,
273.5,0.660539,
274,0.661363,
274.5,0.66427,
275,0.665467,
275.5,0.664672,
276,0.666708,
276.5,0.665773,
277,0.666694,
277.5,0.669924,
278,0.668202,
278.5,0.671691,
279,0.672443,
279.5,0.674249,
280,0.67544,
280.5,0.675466,
281,0.677996,
281.5,0.674966,
282,0.678559,
282.5,0.680282,
283,0.68049,
283.5,0.679694,
284,0.683277,
284.5,0.684079,
285,0.687476,
285.5,0.684466,
286,0.686328,
286.5,0.689043,
287,0.689755,
287.5,0.69036,
288,0.690355,
288.5,0.690441,
289,0.692565,
289.5,0.694964,
290,0.693928,
290.5,0.698927,
291,0.699371,
291.5,0.699182,
292,0.696815,
292.5,0.698561,
293,0.700487,
293.5,0.70128,
294,0.703319,
294.5,0.704749,
295,0.703676,
295.5,0.704194,
296,0.704838,
296.5,0.707475,
297,0.707054,
297.5,0.707644,
298,0.709854,
298.5,0.711798,
299,0.71016,
299.5,0.709138,
300,0.711305,
300,0.711414,
