0	0	1
0.0001	0.2000072	1.07824118
0.0002	0.200014401	1.0782419
0.0004	0.400044805	1.092105644
0.0005	0.199972004	1.07823766
0.0006	0.200036006	1.07824406
0.0007	0.199984001	1.07823886
0.0008	0.199992	1.07823966
0.0009	0.2	1.07824046
0.001	0.200008	1.07824126
0.0012	0.400024001	1.092104604
0.0013	0.199964006	1.07823686
0.0015	0.400056008	1.092106204
0.0016	0.199980002	1.07823846
0.0016	0	1.08
0.0018	0.400096023	1.092108204
0.0019	0.2	1.07824046
0.002	0.199952012	1.078235661
0.0022	0.400024001	1.092104604
0.0022	-1.42E-11	1.092
0.0024	0.399944008	1.092100604
0.0025	0.200032005	1.07824366
0.0026	0.2	1.07824046
0.0027	0.199960008	1.078236461
0.0028	0.2	1.07824046
0.003	0.400080016	1.092107404
0.0031	0.2	1.07824046
0.0032	0.199960008	1.078236461
0.0033	0.200040008	1.078244461
0.0035	0.399920016	1.092099404
0.0036	0.200040008	1.078244461
0.0036	0	1.08
0.0038	0.4	1.092103404
0.0039	0.199960008	1.078236461
0.0041	0.400080016	1.092107404
0.0042	0.2	1.07824046
0.0043	0.199960008	1.078236461
0.0044	0.200040008	1.078244461
0.0045	0.2	1.07824046
0.0046	0.2	1.07824046
0.0047	0.2	1.07824046
0.0048	0.2	1.07824046
0.005	0.4	1.092103404
0.0052	0.4	1.092103404
0.0055	0.6	1.100212706
0.0057	0.399920016	1.092099404
0.006	0.6	1.100212706
0.0062	0.400080016	1.092107404
0.0066	0.799840032	1.105962348
0.0068	0.400080016	1.092107404
0.0071	0.599880024	1.100208706
0.0073	0.400080016	1.092107404
0.0077	0.799840032	1.105962348
0.008	0.600120024	1.100216706
0.0084	0.799840032	1.105962348
0.0086	0.400080016	1.092107404
0.009	0.8	1.105966347
0.0092	0.399920016	1.092099404
0.0096	0.800160032	1.105970348
0.01	0.799840032	1.105962348
0.0102	0.400080016	1.092107404
0.0106	0.8	1.105966347
0.0109	0.6	1.100212706
0.0113	0.799840032	1.105962348
0.0116	0.600120024	1.100216706
0.012	0.8	1.105966347
0.0124	0.8	1.105966347
0.0127	0.599880024	1.100208706
0.013	0.6	1.100212706
0.0134	0.800160032	1.105970348
0.0138	0.799840032	1.105962348
0.0141	0.600120024	1.100216706
0.0145	0.799840032	1.105962348
0.0148	0.600120024	1.100216706
0.0152	0.8	1.105966347
0.0156	0.799840032	1.105962348
0.016	0.8	1.105966347
0.0164	0.800160032	1.105970348
0.0168	0.8	1.105966347
0.0171	0.6	1.100212706
0.0176	1	1.110429218
0.018	0.799840032	1.105962348
0.0184	0.8	1.105966347
0.0188	0.800160032	1.105970348
0.0191	0.599880024	1.100208706
0.0196	1	1.110429218
0.02	0.800160032	1.105970348
0.0204	0.8	1.105966347
0.0209	1	1.110429218
0.0212	0.6	1.100212706
0.0217	1	1.110429218
0.022	0.6	1.100212706
0.0225	1	1.110429218
0.0229	0.799840032	1.105962348
0.0233	0.800160032	1.105970348
0.0238	1	1.110429218
0.0242	0.799840032	1.105962348
0.0246	0.800160032	1.105970348
0.025	0.799840032	1.105962348
0.0254	0.8	1.105966347
0.0258	0.8	1.105966347
0.0263	1.00020004	1.110433219
0.0267	0.8	1.105966347
0.0272	0.99980004	1.110425219
0.0276	0.800160032	1.105970348
0.0282	1.2	1.114075649
0.0286	0.799840032	1.105962348
0.029	0.800160032	1.105970348
0.0294	0.8	1.105966347
0.0299	0.99980004	1.110425219
0.0303	0.8	1.105966347
0.0309	1.200240048	1.11407965
0.0314	1	1.110429218
0.0318	0.799840032	1.105962348
0.0323	1.00020004	1.110433219
0.0328	1	1.110429218
0.0332	0.799840032	1.105962348
0.0337	1.00020004	1.110433219
0.0342	0.99980004	1.110425219
0.0346	0.800160032	1.105970348
0.0351	1	1.110429218
0.0356	0.99980004	1.110425219
0.036	0.800160032	1.105970348
0.0366	1.2	1.114075649
0.0371	1	1.110429218
0.0376	0.99980004	1.110425219
0.0381	1	1.110429218
0.0386	1	1.110429218
0.039	0.800160032	1.105970348
0.0395	1	1.110429218
0.0401	1.2	1.114075649
0.0406	0.99980004	1.110425219
0.041	0.8	1.105966347
0.0415	1.00020004	1.110433219
0.042	1	1.110429218
0.0425	1	1.110429218
0.043	0.99980004	1.110425219
0.0436	1.2	1.114075649
0.0441	1.00020004	1.110433219
0.0446	1	1.110429218
0.0451	1	1.110429218
0.0457	1.199760048	1.11407165
0.0462	1	1.110429218
0.0467	1	1.110429218
0.0473	1.200240048	1.11407965
0.0478	0.99980004	1.110425219
0.0484	1.200240048	1.11407965
0.0489	1	1.110429218
0.0494	1	1.110429218
0.0499	0.99980004	1.110425219
0.0505	1.200240048	1.11407965
0.0509	0.799840032	1.105962348
0.0514	1	1.110429218
0.0521	1.4	1.117158663
0.0526	1.00020004	1.110433219
0.0532	1.2	1.114075649
0.0537	1	1.110429218
0.0543	1.199760048	1.11407165
0.0548	1.00020004	1.110433219
0.0554	1.2	1.114075649
0.0559	1	1.110429218
0.0565	1.199760048	1.11407165
0.057	1.00020004	1.110433219
0.0576	1.2	1.114075649
0.0582	1.2	1.114075649
0.0588	1.2	1.114075649
0.0594	1.2	1.114075649
0.0599	0.99980004	1.110425219
0.0604	1.00020004	1.110433219
0.0611	1.4	1.117158663
0.0616	1	1.110429218
0.0622	1.2	1.114075649
0.0628	1.2	1.114075649
0.0634	1.199760048	1.11407165
0.0639	1	1.110429218
0.0645	1.2	1.114075649
0.0651	1.200240048	1.11407965
0.0657	1.2	1.114075649
0.0664	1.4	1.117158663
0.0669	1	1.110429218
0.0675	1.2	1.114075649
0.0682	1.4	1.117158663
0.0687	1	1.110429218
0.0693	1.2	1.114075649
0.07	1.4	1.117158663
0.0706	1.199760048	1.11407165
0.0711	1	1.110429218
0.0718	1.400280056	1.117162663
0.0724	1.2	1.114075649
0.0731	1.4	1.117158663
0.0737	1.2	1.114075649
0.0743	1.2	1.114075649
0.0749	1.2	1.114075649
0.0756	1.4	1.117158663
0.0763	1.4	1.117158663
0.077	1.399720056	1.117154663
0.0776	1.200240048	1.11407965
0.0783	1.399720056	1.117154663
0.0789	1.2	1.114075649
0.0795	1.200240048	1.11407965
0.0802	1.4	1.117158663
0.0809	1.399720056	1.117154663
0.0815	1.2	1.114075649
0.082	1	1.110429218
0.0827	1.4	1.117158663
0.0834	1.4	1.117158663
0.0841	1.4	1.117158663
0.0848	1.4	1.117158663
0.0855	1.4	1.117158663
0.0861	1.2	1.114075649
0.0868	1.4	1.117158663
0.0875	1.4	1.117158663
0.0881	1.2	1.114075649
0.0889	1.6	1.119829291
0.0895	1.2	1.114075649
0.0903	1.6	1.119829291
0.0909	1.2	1.114075649
0.0916	1.4	1.117158663
0.0923	1.4	1.117158663
0.0931	1.6	1.119829291
0.0938	1.4	1.117158663
0.0945	1.4	1.117158663
0.0952	1.4	1.117158663
0.0959	1.4	1.117158663
0.0967	1.6	1.119829291
0.0974	1.4	1.117158663
0.0982	1.6	1.119829291
0.0989	1.4	1.117158663
0.0996	1.4	1.117158663
0.1005	1.8	1.122184952
0.1012	1.4	1.117158663
0.102	1.6	1.119829291
0.1028	1.6	1.119829291
0.1037	1.8	1.122184952
0.1043	1.2	1.114075649
0.1051	1.6	1.119829291
0.106	1.8	1.122184952
0.1067	1.4	1.117158663
0.1075	1.6	1.119829291
0.1084	1.8	1.122184952
0.1091	1.4	1.117158663
0.1099	1.6	1.119829291
0.1107	1.6	1.119829291
0.1115	1.6	1.119829291
0.1124	1.8	1.122184952
0.1131	1.4	1.117158663
0.114	1.8	1.122184952
0.1149	1.8	1.122184952
0.1157	1.6	1.119829291
0.1165	1.6	1.119829291
0.1175	2	1.124292162
0.1183	1.6	1.119829291
0.1192	1.8	1.122184952
0.12	1.6	1.119829291
0.1209	1.8	1.122184952
0.1219	2	1.124292162
0.1228	1.8	1.122184952
0.1237	1.8	1.122184952
0.1246	1.8	1.122184952
0.1255	1.8	1.122184952
0.1264	1.8	1.122184952
0.1274	2	1.124292162
0.1283	1.8	1.122184952
0.1292	1.8	1.122184952
0.1302	2	1.124292162
0.1311	1.8	1.122184952
0.1321	2	1.124292162
0.1331	2	1.124292162
0.1341	2	1.124292162
0.1352	2.2	1.126198366
0.1362	2	1.124292162
0.1373	2.2	1.126198366
0.1383	2	1.124292162
0.1393	2	1.124292162
0.1405	2.4	1.127938593
0.1415	2	1.124292162
0.1426	2.2	1.126198366
0.1437	2.2	1.126198366
0.1446	1.8	1.122184952
0.1458	2.4	1.127938593
0.1468	2	1.124292162
0.1479	2.2	1.126198366
0.1491	2.4	1.127938593
0.1502	2.2	1.126198366
0.1514	2.4	1.127938593
0.1525	2.2	1.126198366
0.1538	2.6	1.129539447
0.155	2.4	1.127938593
0.1561	2.2	1.126198366
0.1574	2.6	1.129539447
0.1586	2.4	1.127938593
0.1599	2.6	1.129539447
0.1612	2.6	1.129539447
0.1624	2.4	1.127938593
0.1638	2.8	1.131021607
0.1651	2.6	1.129539447
0.1665	2.8	1.131021607
0.1678	2.6	1.129539447
0.1693	3	1.132401464
0.1707	2.8	1.131021607
0.1721	2.8	1.131021607
0.1735	2.8	1.131021607
0.175	3	1.132401464
0.1765	3	1.132401464
0.1779	2.8	1.131021607
0.1794	3	1.132401464
0.1809	3	1.132401464
0.1824	3	1.132401464
0.184	3.2	1.133692235
0.1856	3.2	1.133692235
0.1872	3.2	1.133692235
0.1889	3.4	1.134904727
