159.5,5.07114,0.245495
160,5.08789,0.245419
160.5,5.10452,0.245342
161,5.12128,0.245281
161.5,5.138,0.245312
162,5.15475,0.24514
162.5,5.17136,0.245197
163,5.18809,0.245186
163.5,5.20498,0.245029
164,5.22155,0.245037
164.5,5.23821,0.244968
165,5.2551,0.244862
165.5,5.2718,0.244827
166,5.28851,0.244671
166.5,5.30521,0.244698
167,5.32199,0.244644
167.5,5.3387,0.244514
168,5.35546,0.244362
168.5,5.37222,0.244328
169,5.389,0.244247
169.5,5.40571,0.244087
170,5.42242,0.243992
170.5,5.4393,0.243855
171,5.45606,0.243793
171.5,5.47289,0.243618
172,5.48969,0.243473
172.5,5.50652,0.243431
173,5.52322,0.243351
173.5,5.54004,0.243137
174,5.55689,0.242954
174.5,5.57377,0.242748
175,5.59055,0.242622
175.5,5.60723,0.242554
176,5.62405,0.242538
176.5,5.64091,0.242393
177,5.65778,0.242058
177.5,5.67462,0.241875
178,5.69154,0.241795
178.5,5.70842,0.241524
179,5.72521,0.241287
179.5,5.74205,0.241062
180,5.7589,0.240913
180.5,5.77576,0.240719
181,5.79259,0.240498
181.5,5.80962,0.240349
182,5.82654,0.240131
182.5,5.8434,0.239864
183,5.86021,0.239605
183.5,5.87717,0.239384
184,5.89408,0.239231
184.5,5.91109,0.238842
185,5.92793,0.23859
185.5,5.94492,0.238285
186,5.96185,0.238022
186.5,5.97858,0.237793
187,5.99568,0.237469
187.5,6.01266,0.237221
188,6.02945,0.236977
188.5,6.04646,0.236618
189,6.0636,0.236347
189.5,6.0806,0.235947
190,6.09743,0.235775
190.5,6.11434,0.235542
191,6.13143,0.235168
191.5,6.14848,0.234646
192,6.16537,0.234356
192.5,6.18243,0.234024
193,6.19939,0.233677
193.5,6.21642,0.233334
194,6.23334,0.233162
194.5,6.25053,0.23275
195,6.26745,0.232338
195.5,6.2845,0.23188
196,6.30163,0.23156
196.5,6.31861,0.231209
197,6.33564,0.230774
197.5,6.35274,0.230442
198,6.36979,0.230068
198.5,6.38668,0.22974
199,6.40385,0.229294
199.5,6.42091,0.228859
200,6.43793,0.228512
200.5,6.45515,0.227982
201,6.47212,0.227768
201.5,6.4893,0.227272
202,6.50639,0.226719
202.5,6.52358,0.226269
203,6.54075,0.225842
203.5,6.55776,0.225426
204,6.57488,0.224857
204.5,6.59196,0.224564
205,6.60912,0.224094
205.5,6.62617,0.223576
206,6.64341,0.223122
206.5,6.66046,0.222672
207,6.67759,0.222176
207.5,6.69469,0.221703
208,6.71194,0.221218
208.5,6.72911,0.22068
209,6.74635,0.220123
209.5,6.7634,0.219757
210,6.7806,0.219234
210.5,6.79774,0.218636
211,6.81486,0.218254
211.5,6.83211,0.217564
212,6.84921,0.217121
212.5,6.86657,0.216515
213,6.88366,0.216068
213.5,6.90088,0.215488
214,6.91801,0.215008
214.5,6.9353,0.214485
215,6.95249,0.213867
215.5,6.9697,0.213333
216,6.98695,0.212692
216.5,7.00408,0.212173
217,7.02138,0.211525
217.5,7.0387,0.210999
218,7.05582,0.210522
218.5,7.07314,0.209793
219,7.09034,0.2094
219.5,7.10743,0.208878
220,7.12484,0.208149
220.5,7.14201,0.207741
221,7.15938,0.207035
221.5,7.17648,0.206539
222,7.19375,0.206127
222.5,7.21099,0.205521
223,7.22805,0.204842
223.5,7.24555,0.204166
224,7.26266,0.203667
224.5,7.27979,0.20303
225,7.29719,0.202427
225.5,7.31448,0.201805
226,7.33179,0.201168
226.5,7.34904,0.200615
227,7.36633,0.200043
227.5,7.38363,0.199364
228,7.40084,0.198761
228.5,7.41815,0.198105
229,7.43533,0.197651
229.5,7.45258,0.197071
230,7.46992,0.19635
230.5,7.48718,0.195747
231,7.50457,0.195065
231.5,7.5217,0.194489
232,7.53904,0.193836
232.5,7.55635,0.193428
233,7.57359,0.192677
233.5,7.59092,0.192062
234,7.60815,0.191475
234.5,7.62546,0.190727
235,7.6427,0.190231
235.5,7.66003,0.189583
236,7.67725,0.188915
236.5,7.69461,0.188335
237,7.71176,0.187889
237.5,7.7292,0.187023
238,7.74648,0.186493
238.5,7.76363,0.185875
239,7.78087,0.185314
239.5,7.79813,0.18475
240,7.81537,0.183975
240.5,7.83278,0.183365
241,7.85001,0.182888
241.5,7.86727,0.182175
242,7.88461,0.181622
242.5,7.9019,0.180893
243,7.9191,0.180309
243.5,7.93652,0.179779
244,7.9538,0.1791
244.5,7.97104,0.178505
245,7.98826,0.177986
245.5,8.00549,0.177376
246,8.0227,0.176701
246.5,8.0401,0.176022
247,8.05727,0.175598
247.5,8.07463,0.174931
248,8.09173,0.174438
248.5,8.10915,0.173607
249,8.12637,0.17313
249.5,8.14354,0.172501
250,8.16084,0.171993
250.5,8.17805,0.171356
251,8.19528,0.1707
251.5,8.21275,0.170139
252,8.2298,0.169571
252.5,8.24712,0.169044
253,8.26433,0.168472
253.5,8.28172,0.167641
254,8.29896,0.167328
254.5,8.31633,0.166492
255,8.33344,0.16605
255.5,8.35071,0.165524
256,8.36792,0.164879
256.5,8.38519,0.16431
257,8.40231,0.163853
257.5,8.41961,0.163349
258,8.43681,0.162609
258.5,8.45405,0.162094
259,8.47128,0.16153
259.5,8.48859,0.160839
260,8.50573,0.160423
260.5,8.52307,0.159809
261,8.54021,0.15926
261.5,8.5575,0.158764
262,8.57462,0.158192
262.5,8.59191,0.157558
263,8.60916,0.157047
263.5,8.62627,0.156395
264,8.64352,0.155994
264.5,8.66062,0.155479
265,8.67777,0.154903
265.5,8.69508,0.154388
266,8.7123,0.153778
266.5,8.72958,0.153355
267,8.7467,0.152756
267.5,8.76388,0.152298
268,8.78119,0.151691
268.5,8.79832,0.151058
269,8.81547,0.150726
269.5,8.83258,0.150162
270,8.84988,0.149654
270.5,8.86696,0.14909
271,8.8842,0.148594
271.5,8.90129,0.148129
272,8.9184,0.147633
272.5,8.93568,0.147053
273,8.95274,0.146545
273.5,8.96996,0.14616
274,8.98707,0.145638
274.5,9.0042,0.145187
275,9.02139,0.144608
275.5,9.03851,0.144047
276,9.0557,0.143745
276.5,9.07284,0.143173
277,9.09003,0.142742
277.5,9.10704,0.142307
278,9.1242,0.141785
278.5,9.1413,0.141361
279,9.1584,0.14093
279.5,9.17558,0.140476
280,9.19263,0.139946
280.5,9.20994,0.13937
281,9.22688,0.139008
281.5,9.24403,0.138638
282,9.26116,0.1381
282.5,9.27838,0.137661
283,9.29542,0.137249
283.5,9.31248,0.136784
284,9.32966,0.136375
284.5,9.34657,0.135872
285,9.3638,0.135441
285.5,9.3809,0.134964
286,9.39808,0.134502
286.5,9.41506,0.13419
287,9.4322,0.133698
287.5,9.44925,0.133305
288,9.46636,0.132847
288.5,9.48356,0.132393
289,9.50052,0.132057
289.5,9.51748,0.131683
290,9.53475,0.131126
290.5,9.5519,0.130707
291,9.56881,0.130421
291.5,9.58587,0.130157
292,9.60296,0.129555
292.5,9.61996,0.129135
293,9.637,0.128796
293.5,9.65405,0.128437
294,9.67118,0.127983
294.5,9.68821,0.127663
295,9.70531,0.12722
295.5,9.72236,0.126827
296,9.73943,0.126438
296.5,9.75629,0.126087
297,9.77349,0.125668
297.5,9.79039,0.125275
298,9.80756,0.124863
298.5,9.82449,0.124641
299,9.84163,0.124233
299.5,9.85854,0.123924
300,9.87574,0.123413
300,9.87574,0.123413
