time,A3364,time,B3085,time,C2805,time,D1964,,,,,,,time,,,,,,,,,,,
168.5,0.43509,168.5,0.435524,168.5,0.436883,168.5,0.434793,10.869825,,1.088735031,0.399356122,9.983903056,1.088735031,168.5,10.11488093,252.8720232,149.5591  0.423,,,20.53710063,0.5250444,,0.085521667,10.11488093,404.5952372
169,0.43451,169,0.435247,169,0.436545,169,0.434424,10.8606,,1.088735031,0.399017197,9.97542992,1.088735031,169,10.20125128,255.0312819,150.1138  0.423,,,20.49434715,0.5261128,,0.085808333,10.20125128,408.0500512
169.5,0.434216,169.5,0.435311,169.5,0.436181,169.5,0.434797,10.869925,,1.088735031,0.399359796,9.983994906,1.088735031,169.5,10.28939462,257.2348656,150.6684  0.4247,,,20.45244862,0.5269374,,0.086075,10.28939462,411.5757848
170,0.43405,170,0.435189,170,0.436598,170,0.434018,10.85045,,1.031784704,0.420647833,10.51619583,1.031784704,170,10.53821593,263.4553983,151.2231  0.4247,,,20.40874108,0.5278942,,0.08636,10.53821593,421.5286372
170.5,0.433822,170.5,0.434939,170.5,0.435768,170.5,0.433778,10.84445,,1.049864109,0.413175378,10.32938445,1.049864109,170.5,10.65241522,266.3103806,151.7778  0.4247,,,20.36490557,0.5285616,,0.086645,10.65241522,426.0966088
171,0.434135,171,0.434655,171,0.435467,171,0.43372,10.843,,1.049864109,0.413120133,10.32800332,1.049864109,171,10.62578112,265.6445279,152.3324  0.4247,,,20.32033912,0.5292138,,0.08693,10.62578112,425.0312448
171.5,0.433039,171.5,0.434066,171.5,0.435196,171.5,0.433083,10.827075,,0.986137056,0.439171206,10.97928014,0.986137056,171.5,10.59867792,264.966948,152.8871  0.423,,,20.27479864,0.5298656,,0.087215,10.59867792,423.9471168
172,0.432921,172,0.433903,172,0.435206,172,0.432835,10.820875,,0.986137056,0.438919719,10.97299298,0.986137056,172,10.40641273,260.1603181,153.4418  0.423,,,20.22867971,0.5317322,,0.087485,10.40641273,416.2565092
172.5,0.433073,172.5,0.433977,172.5,0.434848,172.5,0.43308,10.827,,1.059098206,0.408913921,10.22284803,1.059098206,172.5,10.21796769,255.4491924,153.9965  0.4247,,,20.18258998,0.5325676,,0.087768333,10.21796769,408.7187076
173,0.432785,173,0.43413,173,0.434987,173,0.432942,10.82355,,1.059098206,0.408783621,10.21959054,1.059098206,173,10.20859651,255.2149129,153.9964  0.4263,,,20.13556226,0.5335606,,0.088055,10.20859651,408.3438604
173.5,0.432732,173.5,0.433172,173.5,0.434708,173.5,0.432545,10.813625,,1.059098206,0.408408774,10.21021936,1.059098206,173.5,10.19789755,254.9474388,153.9964  0.4279,,,20.08662153,0.5339436,,0.08834,10.19789755,407.915902
174,0.432392,174,0.433273,174,0.434039,174,0.432926,10.82315,,1.059098206,0.408768514,10.21921286,1.059098206,174,10.15860536,253.965134,153.9964  0.4295,,,20.03915592,0.5350786,,0.088625,10.15860536,406.3442144
174.5,0.431615,174.5,0.432827,174.5,0.434371,174.5,0.431492,10.7873,,1.059098206,0.407414532,10.18536331,1.059098206,174.5,10.1159176,252.89794,154.5511  0.4312,,,19.98955028,0.5352312,,0.088896667,10.1159176,404.636704
175,0.431646,175,0.433021,175,0.433919,175,0.431129,10.778225,,1.059098206,0.407071788,10.17679469,1.059098206,175,10.07904262,251.9760655,155.1057  0.4312,,,19.9394598,0.5366682,,0.089183333,10.07904262,403.1617048
175.5,0.431887,175.5,0.432981,175.5,0.433514,175.5,0.431586,10.78965,,1.073271233,0.402122024,10.05305059,1.073271233,175.5,10.04273749,251.0684373,155.1058  0.4295,,,19.8912088,0.5378476,,0.089465,10.04273749,401.7094996
176,0.431165,176,0.432435,176,0.433224,176,0.431389,10.784725,,1.073271233,0.401938473,10.04846181,1.073271233,176,10.03790414,250.9476034,155.6604  0.4279,,,19.84098984,0.5388714,,0.08975,10.03790414,401.5161656
176.5,0.43104,176.5,0.432292,176.5,0.433215,176.5,0.430934,10.77335,,1.073271233,0.401514535,10.03786337,1.073271233,176.5,10.21760466,255.4401164,156.2151  0.4279,,,19.78865427,0.539742,,0.090038333,10.21760466,408.7041864
177,0.430831,177,0.431697,177,0.432931,177,0.430664,10.7666,,1.073271233,0.401262968,10.03157419,1.073271233,177,10.40151432,260.037858,156.7698  0.4279,,,19.7365116,0.5408312,,0.090323333,10.40151432,416.0605728
177.5,0.430501,177.5,0.431214,177.5,0.432536,177.5,0.430756,10.7689,,1.073271233,0.401348687,10.03371717,1.073271233,177.5,10.58096482,264.5241206,157.3245  0.4279,,,19.68307479,0.5414494,,0.090595,10.58096482,423.2385928
178,0.430062,178,0.430808,178,0.431981,178,0.429783,10.744575,,0.99789279,0.430690556,10.76726389,0.99789279,178,10.75884615,268.9711538,157.8791  0.4279,,,19.63036344,0.5433424,,0.09088,10.75884615,430.353846
178.5,0.429804,178.5,0.430463,178.5,0.431264,178.5,0.430032,10.7508,,0.99789279,0.430940081,10.77350203,0.99789279,178.5,10.75322806,268.8307016,158.4338  0.4295,,,19.57642221,0.5443672,,0.091166667,10.75322806,430.1291224
179,0.429165,179,0.430254,179,0.431258,179,0.429069,10.726725,,0.99789279,0.429975048,10.7493762,0.99789279,179,10.74110878,268.5277194,158.4338  0.4312,,,19.52177137,0.545385,,0.091455,10.74110878,429.6443512
179.5,0.428693,179.5,0.429816,179.5,0.430693,179.5,0.428904,10.7226,,0.99789279,0.429809699,10.74524249,0.99789279,179.5,10.73391236,268.347809,158.9884  0.4328,,,19.46691945,0.5460548,,0.091741667,10.73391236,429.3564944
180,0.428851,180,0.429468,180,0.430749,180,0.428886,10.72215,,0.99789279,0.429791661,10.74479154,0.99789279,180,10.7246303,268.1157575,159.5431  0.4328,,,19.41234761,0.5473606,,0.092028333,10.7246303,428.985212
180.5,0.4279,180.5,0.42908,180.5,0.430383,180.5,0.428097,10.702425,,0.99789279,0.429000995,10.72502488,0.99789279,180.5,10.71342544,267.835636,160.0977  0.4328,,,19.35654214,0.548339,,0.092298333,10.71342544,428.5370176
181,0.428191,181,0.428943,181,0.429312,181,0.42792,10.698,,0.99789279,0.428823622,10.72059054,0.99789279,181,10.70220805,267.5552013,160.6524  0.4328,,,19.30069466,0.5500992,,0.092583333,10.70220805,428.088322
181.5,0.427541,181.5,0.428596,181.5,0.429782,181.5,0.427422,10.68555,,0.99789279,0.42832457,10.70811425,0.99789279,181.5,10.69060861,267.2652153,161.2071  0.4344,,,19.24371065,0.5501484,,0.092871667,10.69060861,427.6243444
182,0.42675,182,0.427909,182,0.429217,182,0.427097,10.677425,,0.99789279,0.427998884,10.69997209,0.99789279,182,10.67900291,266.9750726,161.7618  0.4344,,,19.18611913,0.551852,,0.093158333,10.67900291,427.1601164
182.5,0.426639,182.5,0.427808,182.5,0.428746,182.5,0.426306,10.65765,,0.99789279,0.427206213,10.68015533,0.99789279,182.5,10.66916968,266.7292421,162.3164  0.4361,,,19.12771216,0.5529646,,0.093446667,10.66916968,426.7667872
183,0.426512,183,0.427575,183,0.428104,183,0.426068,10.6517,,0.99789279,0.426967711,10.67419277,0.99789279,183,10.6596872,266.4921801,162.8711  0.4361,,,19.07089927,0.5537644,,0.093731667,10.6596872,426.387488
183.5,0.426193,183.5,0.426702,183.5,0.42829,183.5,0.425569,10.639225,,0.99789279,0.426467657,10.66169143,0.99789279,183.5,10.64826939,266.2067348,163.4258  0.4377,,,19.01193152,0.5553452,,0.09402,10.64826939,425.9307756
184,0.425796,184,0.426607,184,0.427641,184,0.425527,10.638175,,0.99789279,0.426425568,10.66063921,0.99789279,184,10.63598726,265.8996816,163.9805  0.4377,,,18.95302234,0.5557738,,0.094306667,10.63598726,425.4394904
184.5,0.425258,184.5,0.425921,184.5,0.426934,184.5,0.424792,10.6198,,0.99789279,0.425689016,10.64222541,0.99789279,184.5,10.62356734,265.5891835,164.5351  0.4377,,,18.89296027,0.5568062,,0.094593333,10.62356734,424.9426936
185,0.424,185,0.425353,185,0.426516,185,0.424245,10.606125,,0.99789279,0.425140861,10.62852153,0.99789279,185,10.61426023,265.3565057,165.0898  0.4393,,,18.83391312,0.5590776,,0.094883333,10.61426023,424.5704092
185.5,0.423592,185.5,0.424882,185.5,0.425808,185.5,0.423608,10.5902,,0.99789279,0.424502516,10.6125629,0.99789279,185.5,10.60061898,265.0154746,165.0898  0.441,,,18.77341649,0.5596744,,0.095171667,10.60061898,424.0247592
186,0.423713,186,0.424597,186,0.425301,186,0.423544,10.5886,,0.99789279,0.424438381,10.61095952,0.99789279,186,10.59158119,264.7895297,165.6444  0.4426,,,18.7129421,0.5606836,,0.095441667,10.59158119,423.6632476
186.5,0.4232,186.5,0.424107,186.5,0.425121,186.5,0.423306,10.58265,,0.99789279,0.424199878,10.60499696,0.99789279,186.5,10.46612105,261.6530262,166.1991  0.4442,,,18.65320588,0.5617618,,0.095728333,10.46612105,418.644842
187,0.422126,187,0.423349,187,0.424767,187,0.422067,10.551675,,0.99789279,0.422958262,10.57395655,0.99789279,187,10.33791789,258.4479474,166.7538  0.4442,,,18.59204717,0.5634878,,0.096018333,10.33791789,413.5167156
187.5,0.421522,187.5,0.422585,187.5,0.423508,187.5,0.422165,10.554125,,0.99789279,0.423056469,10.57641172,0.99789279,187.5,10.2131873,255.3296825,167.3084  0.4459,,,18.53064995,0.5642914,,0.096305,10.2131873,408.527492
188,0.421694,188,0.422608,188,0.423334,188,0.422044,10.5511,,1.043721026,0.404364758,10.10911895,1.043721026,188,10.08585483,252.1463708,167.8631  0.4459,,,18.47022699,0.5649058,,0.096591667,10.08585483,403.4341932
188.5,0.421215,188.5,0.422084,188.5,0.423033,188.5,0.421337,10.533425,,1.043721026,0.403687374,10.09218435,1.043721026,188.5,9.982925348,249.5731337,168.4178  0.4459,,,18.40606448,0.5666166,,0.096881667,9.982925348,399.3170139
189,0.420807,189,0.421603,189,0.422495,189,0.420621,10.515525,,1.043721026,0.403001367,10.07503417,1.043721026,189,9.880154344,247.0038586,168.9724  0.4475,,,18.34440195,0.5670366,,0.09717,9.880154344,395.2061738
189.5,0.420247,189.5,0.420855,189.5,0.421489,189.5,0.420289,10.507225,,1.043721026,0.402683274,10.06708186,1.043721026,189.5,9.778780692,244.4695173,168.9724  0.4491,,,18.28100186,0.5692898,,0.097458333,9.778780692,391.1512277
190,0.419565,190,0.420905,190,0.42182,190,0.41941,10.48525,,1.081243313,0.38789604,9.697401012,1.081243313,190,9.675239025,241.8809756,169.527  0.4508,,,18.22005559,0.5703364,,0.097745,9.675239025,387.009561
190.5,0.419328,190.5,0.419892,190.5,0.420939,190.5,0.418705,10.467625,,1.081243313,0.387244013,9.681100333,1.081243313,190.5,9.662273627,241.5568407,170.0817  0.4491,,,18.15778107,0.5713812,,0.098033333,9.662273627,386.4909451
191,0.418323,191,0.419485,191,0.420629,191,0.418205,10.455125,,1.081243313,0.386781583,9.669539568,1.081243313,191,9.647024978,241.1756244,170.6364  0.4475,,,18.09254818,0.5724056,,0.098323333,9.647024978,385.8809991
191.5,0.417411,191.5,0.418604,191.5,0.419803,191.5,0.417486,10.43715,,1.081243313,0.386116607,9.652915187,1.081243313,191.5,9.634036458,240.8509114,171.1911  0.4475,,,18.02829254,0.572813,,0.098613333,9.634036458,385.3614583
192,0.417162,192,0.418266,192,0.419035,192,0.417167,10.429175,,1.081243313,0.385821577,9.645539419,1.081243313,192,9.620967013,240.5241753,171.7458  0.4475,,,17.96505554,0.5746296,,0.098901667,9.620967013,384.8386805
192.5,0.41605,192.5,0.417304,192.5,0.418429,192.5,0.416067,10.401675,,1.081243313,0.384804229,9.620105736,1.081243313,192.5,9.607302189,240.1825547,172.3005  0.4459,,,17.9006156,0.5755378,,0.099191667,9.607302189,384.2920876
193,0.415706,193,0.416757,193,0.418076,193,0.415958,10.39895,,1.081243313,0.38470342,9.617585489,1.081243313,193,9.598359937,239.9589984,172.8552  0.4459,,,17.83689191,0.576911,,0.09948,9.598359937,383.9343975
193.5,0.414984,193.5,0.415745,193.5,0.416509,193.5,0.415225,10.380625,,1.081243313,0.384025496,9.600637407,1.081243313,193.5,9.583250017,239.5812504,173.4099  0.4442,,,17.77098586,0.57815,,0.09977,9.583250017,383.3300007
194,0.415236,194,0.416329,194,0.41679,194,0.414803,10.370075,,1.081243313,0.383635205,9.590880122,1.081243313,194,9.567203675,239.1800919,173.9645  0.4459,,,17.70839364,0.5796594,,0.100055,9.567203675,382.688147
194.5,0.414539,194.5,0.415519,194.5,0.415958,194.5,0.41452,10.363,,1.081243313,0.383373469,9.584336729,1.081243313,194.5,9.552654452,238.8163613,174.5192  0.4475,,,17.64312294,0.5807274,,0.100345,9.552654452,382.1061781
195,0.413328,195,0.414377,195,0.415563,195,0.413344,10.3336,,1.081243313,0.382285832,9.557145809,1.081243313,195,9.536480941,238.4120235,175.0738  0.4491,,,17.57685538,0.5830774,,0.100636667,9.536480941,381.4592376
195.5,0.412671,195.5,0.413732,195.5,0.414461,195.5,0.412449,10.311225,,1.081243313,0.381458082,9.536452039,1.081243313,195.5,9.521029979,238.0257495,175.6284  0.4491,,,17.51047476,0.5835438,,0.100926667,9.521029979,380.8411992
196,0.411922,196,0.412658,196,0.413563,196,0.412286,10.30715,,1.081243313,0.381307329,9.53268323,1.081243313,196,9.506342027,237.6585507,176.1832  0.4508,,,17.44478556,0.5842346,,0.101216667,9.506342027,380.2536811
196.5,0.411549,196.5,0.41202,196.5,0.412673,196.5,0.411722,10.29305,,1.081243313,0.380785707,9.519642687,1.081243313,196.5,9.49037083,237.2592707,176.7378  0.4508,,,17.37882716,0.5857562,,0.101506667,9.49037083,379.6148332
197,0.410075,197,0.411412,197,0.412773,197,0.410671,10.266775,,1.081243313,0.379813678,9.495341959,1.081243313,197,9.47345165,236.8362912,177.2925  0.4508,,,17.31298946,0.5870112,,0.101795,9.47345165,378.938066
197.5,0.410114,197.5,0.410847,197.5,0.411795,197.5,0.409908,10.2477,,1.081243313,0.379108009,9.477700231,1.081243313,197.5,9.458607627,236.4651907,177.8472  0.4491,,,17.2474007,0.5881064,,0.102083333,9.458607627,378.3443051
198,0.409583,198,0.410217,198,0.411233,198,0.409523,10.238075,,1.081243313,0.378751938,9.468798442,1.081243313,198,9.441977467,236.0494367,178.4019  0.4491,,,17.18067146,0.5890206,,0.102373333,9.441977467,377.6790987
198.5,0.408645,198.5,0.4098,198.5,0.410172,198.5,0.408795,10.219875,,1.081243313,0.378078639,9.451965968,1.081243313,198.5,9.426890668,235.6722667,178.9566  0.4475,,,17.11548162,0.5911294,,0.102678333,9.426890668,377.0756267
199,0.40812,199,0.408871,199,0.409948,199,0.408103,10.202575,,1.081243313,0.377438635,9.435965869,1.081243313,199,9.410173802,235.254345,178.9566  0.4459,,,17.04863439,0.593064,,0.102968333,9.410173802,376.4069521
199.5,0.406666,199.5,0.407979,199.5,0.409286,199.5,0.407031,10.175775,,1.081243313,0.376447184,9.411179588,1.081243313,199.5,9.391936695,234.7984174,179.5112  0.4442,,,16.98078417,0.5940262,,0.10326,9.391936695,375.6774678
200,0.406624,200,0.407402,200,0.40819,200,0.406913,10.172825,,1.081243313,0.37633805,9.408451248,1.081243313,200,9.375838329,234.3959582,180.066  0.4442,,,16.91358273,0.594761,,0.10355,9.375838329,375.0335332
200.5,0.405927,200.5,0.406945,200.5,0.407629,200.5,0.405903,10.147575,,1.081243313,0.37540394,9.385098502,1.081243313,200.5,9.35500005,233.8750013,180.6206  0.4442,,,16.84650399,0.5963262,,0.103841667,9.35500005,374.200002
201,0.404269,201,0.405906,201,0.4069,201,0.404948,10.1237,,1.081243313,0.374520698,9.363017441,1.081243313,201,9.335427675,233.3856919,181.1753  0.4459,,,16.78010954,0.5977406,,0.10413,9.335427675,373.417107
201.5,0.40464,201.5,0.405774,201.5,0.4064,201.5,0.404246,10.10615,,1.081243313,0.373871445,9.346786127,1.081243313,201.5,9.320809087,233.0202272,181.73  0.4459,,,16.71191294,0.5981088,,0.10442,9.320809087,372.8323635
202,0.403213,202,0.404517,202,0.405857,202,0.403308,10.0827,,1.081243313,0.373003925,9.325098131,1.081243313,202,9.302045966,232.5511491,182.2847  0.4442,,,16.6447285,0.599826,,0.10471,9.302045966,372.0818386
202.5,0.40242,202.5,0.40337,202.5,0.404504,202.5,0.402517,10.062925,,1.081243313,0.37227236,9.306809001,1.081243313,202.5,9.285219272,232.1304818,182.2847  0.4426,,,16.57509783,0.6007952,,0.105005,9.285219272,371.4087709
203,0.40222,203,0.402428,203,0.403188,203,0.402419,10.060475,,1.081243313,0.372181724,9.304543091,1.081243313,203,9.328809811,233.2202453,182.8394  0.441,,,16.50742161,0.6026928,,0.105293333,9.328809811,373.1523924
203.5,0.400964,203.5,0.401992,203.5,0.403008,203.5,0.401,10.025,,1.081243313,0.370869346,9.271733639,1.081243313,203.5,9.369075987,234.2268997,183.394  0.441,,,16.44019491,0.6047036,,0.105585,9.369075987,374.7630395
204,0.4001,204,0.401188,204,0.402089,204,0.400397,10.009925,,1.081243313,0.370311654,9.257791357,1.081243313,204,9.412028549,235.3007137,183.9487  0.4426,,,16.37094496,0.6056184,,0.105893333,9.412028549,376.481142
204.5,0.399325,204.5,0.400203,204.5,0.400654,204.5,0.399634,9.99085,,1.05375695,0.379246846,9.481171157,1.05375695,204.5,9.451236598,236.2809149,183.9487  0.4442,,,16.30349025,0.6063558,,0.106183333,9.451236598,378.0494639
205,0.398537,205,0.39958,205,0.400805,205,0.398978,9.97445,,1.05375695,0.378624312,9.465607796,1.05375695,205,9.431296041,235.782401,184.5032  0.4459,,,16.23626174,0.607792,,0.106473333,9.431296041,377.2518416
205.5,0.39776,205.5,0.398612,205.5,0.39978,205.5,0.398048,9.9512,,1.05375695,0.377741755,9.443543885,1.05375695,205.5,9.412464612,235.3116153,185.058  0.4475,,,16.16792219,0.6091494,,0.106765,9.412464612,376.4985845
206,0.396656,206,0.397961,206,0.398837,206,0.396829,9.920725,,1.05375695,0.376584942,9.414623554,1.05375695,206,9.38993807,234.7484517,185.6127  0.4475,,,16.09912456,0.6101458,,0.107056667,9.38993807,375.5975228
206.5,0.396367,206.5,0.397032,206.5,0.39793,206.5,0.396272,9.9068,,1.05375695,0.376056357,9.401408931,1.05375695,206.5,9.372453013,234.3113253,186.1673  0.4491,,,16.03059274,0.6107386,,0.107346667,9.372453013,374.8981205
207,0.395892,207,0.396433,207,0.397252,207,0.395803,9.895075,,1.05375695,0.375611283,9.390282077,1.05375695,207,9.352803083,233.8200771,186.722  0.4508,,,15.96237727,0.6125736,,0.107636667,9.352803083,374.1121233
207.5,0.394176,207.5,0.39542,207.5,0.396551,207.5,0.39425,9.85625,,1.05375695,0.374137509,9.353437717,1.05375695,207.5,9.329701219,233.2425305,186.722  0.4524,,,15.89411411,0.6144112,,0.107928333,9.329701219,373.1880488
208,0.39363,208,0.394705,208,0.395557,208,0.393881,9.847025,,1.05375695,0.373787333,9.344683327,1.05375695,208,9.308188906,232.7047226,187.2766  0.454,,,15.82438826,0.6152888,,0.108238333,9.308188906,372.3275562
208.5,0.39293,208.5,0.393587,208.5,0.394556,208.5,0.392959,9.823975,,1.05375695,0.372912368,9.322809212,1.05375695,208.5,9.28543698,232.1359245,187.2766  0.4557,,,15.75600023,0.6166376,,0.108528333,9.28543698,371.4174792
209,0.391871,209,0.392253,209,0.393115,209,0.391908,9.7977,,1.05375695,0.371914985,9.29787462,1.05375695,209,9.262228355,231.5557089,187.8312  0.4573,,,15.68638029,0.6182192,,0.108821667,9.262228355,370.4891342
209.5,0.390955,209.5,0.391911,209.5,0.393219,209.5,0.390623,9.765575,,1.05375695,0.370695539,9.267388463,1.05375695,209.5,9.240994805,231.0248701,188.3859  0.4573,,,15.61876896,0.6195954,,0.109111667,9.240994805,369.6397922
210,0.390055,210,0.391035,210,0.391826,210,0.390045,9.751125,,1.05375695,0.370147025,9.253675623,1.05375695,210,9.2210068,230.52517,188.9405  0.4573,,,15.5495305,0.6194248,,0.109403333,9.2210068,368.840272
210.5,0.389105,210.5,0.390233,210.5,0.390997,210.5,0.389046,9.72615,,1.05375695,0.369198988,9.229974712,1.05375695,210.5,9.198853921,229.971348,189.4953  0.4573,,,15.48062872,0.621134,,0.109695,9.198853921,367.9541568
211,0.388248,211,0.389226,211,0.390218,211,0.388328,9.7082,,1.05375695,0.368517617,9.212940423,1.05375695,211,9.177650027,229.4412507,189.4953  0.4588,,,15.41241134,0.622866,,0.110005,9.177650027,367.1060011
211.5,0.387001,211.5,0.388043,211.5,0.388733,211.5,0.387253,9.681325,,1.05375695,0.367497458,9.18743644,1.05375695,211.5,9.153676283,228.8419071,190.0499  0.4605,,,15.34297988,0.6240972,,0.110296667,9.153676283,366.1470513
212,0.386057,212,0.386982,212,0.388004,212,0.38631,9.65775,,1.05375695,0.366602564,9.165064108,1.05375695,212,9.129530535,228.2382634,190.0499  0.4622,,,15.27475412,0.6253884,,0.110588333,9.129530535,365.1812214
212.5,0.385166,212.5,0.386581,212.5,0.387214,212.5,0.385471,9.636775,,1.05375695,0.365806366,9.145159139,1.05375695,212.5,9.106493913,227.6623478,190.6045  0.4638,,,15.20361229,0.6266852,,0.110881667,9.106493913,364.2597565
213,0.384427,213,0.385445,213,0.386663,213,0.384286,9.60715,,1.05375695,0.364681818,9.117045445,1.05375695,213,9.083516603,227.0879151,190.6045  0.4654,,,15.13640734,0.628136,,0.111173333,9.083516603,363.3406641
213.5,0.383257,213.5,0.384016,213.5,0.384978,213.5,0.383182,9.57955,,1.05375695,0.363634138,9.090853447,1.05375695,213.5,9.063054105,226.5763526,191.1592  0.4671,,,15.06698124,0.62975,,0.111481667,9.063054105,362.5221642
214,0.382284,214,0.383261,214,0.38422,214,0.382426,9.56065,,1.05375695,0.362916705,9.072917622,1.05375695,214,9.043220309,226.0805077,191.7139  0.4671,,,14.99887749,0.6313262,,0.111773333,9.043220309,361.7288124
214.5,0.38117,214.5,0.382103,214.5,0.383343,214.5,0.381597,9.539925,,1.05375695,0.362129996,9.053249899,1.05375695,214.5,9.017645152,225.4411288,192.2685  0.4687,,,14.92875758,0.632023,,0.112066667,9.017645152,360.7058061
215,0.380569,215,0.381477,215,0.38196,215,0.380836,9.5209,,1.05375695,0.361407818,9.035195451,1.05375695,215,8.994181487,224.8545372,192.8232  0.4703,,,14.86035035,0.6334706,,0.112358333,8.994181487,359.7672595
215.5,0.379571,215.5,0.380804,215.5,0.381688,215.5,0.379838,9.49595,,1.05375695,0.360460731,9.011518264,1.05375695,215.5,8.968143699,224.2035925,193.3778  0.472,,,14.79158997,0.633816,,0.112651667,8.968143699,358.725748
216,0.378364,216,0.379397,216,0.380616,216,0.378114,9.45285,,1.05375695,0.35882468,8.970616992,1.05375695,216,8.940468911,223.5117228,193.3778  0.4736,,,14.72253204,0.6353516,,0.112961667,8.940468911,357.6187564
216.5,0.37791,216.5,0.37848,216.5,0.379314,216.5,0.377641,9.441025,,1.05375695,0.35837581,8.959395239,1.05375695,216.5,8.920492767,223.0123192,193.9325  0.4752,,,14.65453912,0.6366046,,0.113253333,8.920492767,356.8197107
217,0.376321,217,0.377054,217,0.378139,217,0.376446,9.41115,,1.05375695,0.357241772,8.931044299,1.05375695,217,8.894324494,222.3581123,193.9324  0.4769,,,14.58486899,0.6381698,,0.113546667,8.894324494,355.7729798
217.5,0.375275,217.5,0.376266,217.5,0.377376,217.5,0.375172,9.3793,,1.05375695,0.356032765,8.900819113,1.05375695,217.5,8.871780159,221.794504,194.487  0.4785,,,14.51610981,0.6395086,,0.11384,8.871780159,354.8712064
218,0.374822,218,0.375486,218,0.376039,218,0.374746,9.36865,,1.05375695,0.355628497,8.890712418,1.05375695,218,8.852616584,221.3154146,194.487  0.4801,,,14.44794581,0.6404114,,0.11415,8.852616584,354.1046634
218.5,0.373456,218.5,0.374644,218.5,0.375735,218.5,0.373229,9.330725,,1.05375695,0.354188886,8.854722145,1.05375695,218.5,8.826311894,220.6577973,195.0418  0.4785,,,14.37920559,0.6408926,,0.114441667,8.826311894,353.0524758
219,0.372069,219,0.373349,219,0.374213,219,0.372645,9.316125,,1.05375695,0.353634678,8.840866958,1.05375695,219,8.802433048,220.0608262,195.5964  0.4785,,,14.31183941,0.6428798,,0.114735,8.802433048,352.0973219
219.5,0.371144,219.5,0.372326,219.5,0.372961,219.5,0.371941,9.298525,,1.05375695,0.352966593,8.824164814,1.05375695,219.5,8.776543539,219.4135885,196.1511  0.4801,,,14.24431636,0.6441734,,0.115023333,8.776543539,351.0617416
220,0.370584,220,0.371509,220,0.372189,220,0.370311,9.257775,,1.05375695,0.351419746,8.785493658,1.05375695,220,8.747652863,218.6913216,196.1511  0.4818,,,14.17468572,0.6449866,,0.115335,8.747652863,349.9061145
220.5,0.36954,220.5,0.370567,220.5,0.371146,220.5,0.369203,9.230075,,1.05375695,0.35036827,8.759206761,1.05375695,220.5,8.724325615,218.1081404,196.7057  0.4834,,,14.10674663,0.6465832,,0.115628333,8.724325615,348.9730246
221,0.368765,221,0.369339,221,0.370619,221,0.36828,9.207,,1.05375695,0.349492357,8.737308922,1.05375695,221,8.703548765,217.5887191,197.2604  0.4834,,,14.03813708,0.6484158,,0.115921667,8.703548765,348.1419506
221.5,0.366824,221.5,0.367934,221.5,0.369086,221.5,0.36707,9.17675,,1.05375695,0.348344085,8.708602113,1.05375695,221.5,8.681739894,217.0434973,197.8151  0.4818,,,13.97081845,0.6482098,,0.116213333,8.681739894,347.2695958
222,0.366294,222,0.367568,222,0.368469,222,0.366378,9.15945,,1.05375695,0.347687387,8.692184665,1.05375695,222,8.658145743,216.4536436,198.3698  0.4818,,,13.90466018,0.6504004,,0.116505,8.658145743,346.3258297
222.5,0.365539,222.5,0.366656,222.5,0.367168,222.5,0.3657,9.1425,,1.05375695,0.347043974,8.676099362,1.05375695,222.5,8.630725995,215.7681499,198.9245  0.4818,,,13.83592976,0.650814,,0.116815,8.630725995,345.2290398
223,0.36503,223,0.365443,223,0.365851,223,0.364603,9.115075,,1.05375695,0.346002937,8.650073436,1.05375695,223,8.605856646,215.1464161,199.4791  0.4834,,,13.76854582,0.6523014,,0.117108333,8.605856646,344.2342658
223.5,0.362785,223.5,0.364105,223.5,0.364566,223.5,0.363092,9.0773,,1.05375695,0.34456902,8.614225511,1.05375695,223.5,8.577197285,214.4299321,200.0338  0.4849,,,13.69991062,0.6537354,,0.117403333,8.577197285,343.0878914
224,0.361818,224,0.363283,224,0.364669,224,0.361755,9.043875,,1.05375695,0.343300227,8.582505673,1.05375695,224,8.55214407,213.8036017,200.5884  0.4849,,,13.63248618,0.6546896,,0.117696667,8.55214407,342.0857628
224.5,0.361293,224.5,0.361871,224.5,0.362786,224.5,0.361507,9.037675,,1.05375695,0.343064879,8.576621963,1.05375695,224.5,8.528022046,213.2005512,201.1431  0.4849,,,13.56594064,0.655619,,0.118005,8.528022046,341.1208818
225,0.359647,225,0.360897,225,0.361634,225,0.359771,8.994275,,1.05375695,0.34141744,8.535435995,1.05375695,225,8.501337762,212.5334441,201.6978  0.4849,,,13.49829838,0.6574034,,0.1183,8.501337762,340.0535105
225.5,0.358679,225.5,0.359617,225.5,0.360926,225.5,0.358868,8.9717,,1.05375695,0.340560506,8.514012649,1.05375695,225.5,8.477553815,211.9388454,202.2525  0.4849,,,13.43034908,0.6582234,,0.118593333,8.477553815,339.1021526
226,0.35794,226,0.359153,226,0.35992,226,0.357688,8.9422,,1.05375695,0.339440703,8.486017578,1.05375695,226,8.45188969,211.2972422,202.8071  0.4867,,,13.36350489,0.6582398,,0.1189,8.45188969,338.0755876
226.5,0.35692,226.5,0.357613,226.5,0.358363,226.5,0.357008,8.9252,,1.05375695,0.338795393,8.469884826,1.05375695,226.5,8.424707188,210.6176797,202.8071  0.4883,,,13.29658133,0.6603816,,0.119195,8.424707188,336.9882875
