time,A3364,time,B3085,time,C2805,time,D1964,,,,,,,time,,,,,,,,,,,
54.5,0.406285,54.5,0.406997,54.5,0.407693,54.5,0.406396,10.1599,,1.077954482,0.377006642,9.425166062,9.374363528,54.5,9.480564388,237.0141097,61.369  0.1505,,,24.4835026,0.417841,,0.022721667,9.480564388,379.2225755
55,0.406881,55,0.407677,55,0.408122,55,0.406854,10.17135,,1.090348625,0.373141205,9.328530126,9.413596954,55,9.449590099,236.2397525,61.369  0.1522,,,24.47446362,0.4185518,,0.022983333,9.449590099,377.983604
55.4999,0.40687,55.4999,0.40793,55.4999,0.408638,55.4999,0.406744,10.1686,,1.066648091,0.381329141,9.533228522,9.480564388,55.4999,9.460496258,236.5124065,61.369  0.1538,,,24.46498353,0.4191188,,0.023263333,9.460496258,378.4198503
55.9999,0.407424,55.9999,0.408155,55.9999,0.409126,55.9999,0.407207,10.180175,,1.056546272,0.385413314,9.635332844,9.449590099,55.9999,9.408565505,235.2141376,61.9236  0.1554,,,24.45579053,0.419768,,0.023526667,9.408565505,376.3426202
56.5,0.408119,56.5,0.408752,56.5,0.40977,56.5,0.407947,10.198675,,1.096482115,0.372050756,9.301268906,9.460496258,56.5,9.355833149,233.8958287,61.9236  0.1571,,,24.44658795,0.4197404,,0.023803333,9.355833149,374.233326
56.9999,0.408299,56.9999,0.409182,56.9999,0.410055,56.9999,0.408449,10.211225,,1.089527996,0.37488619,9.372154761,9.408565505,56.9999,9.413790617,235.3447654,62.4783  0.1587,,,24.43655583,0.4208854,,0.024068333,9.413790617,376.5516247
57.4999,0.408804,57.4999,0.409584,57.4999,0.410646,57.4999,0.40901,10.22525,,1.096482115,0.37302022,9.325505508,9.355833149,57.4999,9.411240505,235.2810126,63.0329  0.1602,,,24.42718884,0.4216644,,0.02433,9.411240505,376.4496202
58,0.409017,58,0.410109,58,0.411164,58,0.40925,10.23125,,1.085612483,0.376976137,9.424403422,9.413790617,58,9.417368056,235.4342014,63.0329  0.1619,,,24.41743479,0.4214364,,0.024611667,9.417368056,376.6947222
58.4999,0.409586,58.4999,0.410415,58.4999,0.411155,58.4999,0.409721,10.243025,,1.074469618,0.381323951,9.533098776,9.411240505,58.4999,9.401025169,235.0256292,63.5876  0.1636,,,24.4081693,0.4220924,,0.024875,9.401025169,376.0410068
59,0.409585,59,0.410601,59,0.412095,59,0.409749,10.243725,,1.094186604,0.374478173,9.361954313,9.417368056,59,9.457820662,236.4455165,64.1421  0.1652,,,24.39878637,0.4223462,,0.025155,9.457820662,378.3128265
59.4999,0.409904,59.4999,0.4112,59.4999,0.412341,59.4999,0.410085,10.252125,,1.096482115,0.374000628,9.350015712,9.401025169,59.4999,9.507926912,237.6981728,64.6968  0.1668,,,24.38988926,0.4230738,,0.025418333,9.507926912,380.3170765
59.9999,0.41071,59.9999,0.411514,59.9999,0.412578,59.9999,0.410225,10.255625,,1.095799772,0.374361275,9.359031876,9.457820662,59.9999,9.541786602,238.5446651,65.2515  0.1685,,,24.37957816,0.4235294,,0.025698333,9.541786602,381.6714641
60.5,0.410586,60.5,0.41179,60.5,0.412271,60.5,0.410674,10.26685,,1.051901095,0.39041123,9.760280746,9.507926912,60.5,9.556996786,238.9249197,65.2515  0.1701,,,24.37016818,0.4242578,,0.025961667,9.556996786,382.2798714
60.9999,0.411443,60.9999,0.412464,60.9999,0.413394,60.9999,0.411549,10.288725,,1.075958678,0.382495173,9.562379313,9.541786602,60.9999,9.489986573,237.2496643,65.8062  0.1717,,,24.35999451,0.4242688,,0.026241667,9.489986573,379.5994629
61.4999,0.411344,61.4999,0.412242,61.4999,0.413571,61.4999,0.411504,10.2876,,1.084565851,0.379418179,9.485454473,9.556996786,61.4999,9.478181522,236.9545381,66.3608  0.1717,,,24.35019467,0.4249148,,0.026503333,9.478181522,379.1272609
61.9999,0.412025,61.9999,0.41266,61.9999,0.413448,61.9999,0.412065,10.301625,,1.093605553,0.376794905,9.419872613,9.489986573,61.9999,9.478177461,236.9544365,66.9155  0.1717,,,24.34019297,0.4253496,,0.026785,9.478177461,379.1270984
62.5,0.412065,62.5,0.413326,62.5,0.414595,62.5,0.41209,10.30225,,1.085333927,0.379689596,9.492239894,9.478181522,62.5,9.566570176,239.1642544,67.4702  0.1734,,,24.33061938,0.4262374,,0.027046667,9.566570176,382.662807
63,0.41297,63,0.413755,63,0.414696,63,0.413085,10.327125,,1.085333927,0.380606364,9.515159108,9.478177461,63,9.572528113,239.3132028,67.4702  0.175,,,24.32058265,0.4257592,,0.027325,9.572528113,382.9011245
63.5,0.412469,63.5,0.413648,63.5,0.414553,63.5,0.412848,10.3212,,1.08810998,0.379417529,9.485438229,9.566570176,63.5,9.577941194,239.4485298,67.4701  0.1766,,,24.31095976,0.4264066,,0.027591667,9.577941194,383.1176478
63.9999,0.413394,63.9999,0.414567,63.9999,0.415596,63.9999,0.413407,10.335175,,1.057475293,0.390937739,9.773443471,9.572528113,63.9999,9.604978556,240.1244639,68.0248  0.1783,,,24.30056307,0.426793,,0.02787,9.604978556,384.1991422
64.4999,0.413811,64.4999,0.414544,64.4999,0.415444,64.4999,0.414172,10.3543,,1.088085545,0.380642866,9.516071644,9.577941194,64.4999,9.58938805,239.7347012,68.0248  0.1799,,,24.29132279,0.4276432,,0.028133333,9.58938805,383.575522
64.9999,0.414009,64.9999,0.414985,64.9999,0.41635,64.9999,0.414025,10.350625,,1.085333927,0.381472457,9.53681143,9.604978556,64.9999,9.627123795,240.6780949,68.5794  0.1815,,,24.2809867,0.4279212,,0.028415,9.627123795,385.0849518
65.5,0.414013,65.5,0.415422,65.5,0.416506,65.5,0.414082,10.35205,,1.079059299,0.383743507,9.59358768,9.58938805,65.5,9.652375369,241.3093842,69.1341  0.1832,,,24.27157598,0.4282084,,0.028678333,9.652375369,386.0950148
66,0.414357,66,0.416049,66,0.416683,66,0.414386,10.35965,,1.06678644,0.388443258,9.711081446,9.627123795,66,9.640585449,241.0146362,69.6886  0.1848,,,24.2615083,0.4287132,,0.028958333,9.640585449,385.623418
66.4999,0.414988,66.4999,0.415768,66.4999,0.416726,66.4999,0.414773,10.369325,,1.072650182,0.386680585,9.667014624,9.652375369,66.4999,9.602945982,240.0736495,70.2434  0.1864,,,24.2517586,0.4294642,,0.029223333,9.602945982,384.1178393
66.9999,0.415065,66.9999,0.416315,66.9999,0.416759,66.9999,0.415629,10.390725,,1.078120099,0.385512709,9.637817728,9.640585449,66.9999,9.562987709,239.0746927,70.798  0.1881,,,24.24132954,0.4296184,,0.029503333,9.562987709,382.5195084
67.4999,0.415764,67.4999,0.41629,67.4999,0.417119,67.4999,0.41584,10.396,,1.088993706,0.38185712,9.546427997,9.602945982,67.4999,9.587897178,239.6974295,70.798  0.1897,,,24.23080314,0.4298924,,0.029768333,9.587897178,383.5158871
68,0.416388,68,0.416938,68,0.418135,68,0.416454,10.41135,,1.088993706,0.382420943,9.560523579,9.562987709,68,9.677234772,241.9308693,71.3527  0.1913,,,24.21974568,0.430689,,0.03003,9.677234772,387.0893909
68.5,0.416205,68.5,0.417388,68.5,0.418224,68.5,0.416031,10.400775,,1.093991417,0.380287261,9.507181534,9.587897178,68.5,9.665661752,241.6415438,71.3527  0.1929,,,24.2096336,0.4308794,,0.030311667,9.665661752,386.6264701
68.9999,0.415941,68.9999,0.417433,68.9999,0.41853,68.9999,0.4162,10.405,,1.068554294,0.389498224,9.737455604,9.677234772,68.9999,9.668936418,241.7234104,71.9073  0.1945,,,24.19847212,0.4314338,,0.030593333,9.668936418,386.7574567
69.4999,0.416588,69.4999,0.417552,69.4999,0.418822,69.4999,0.416534,10.41335,,1.051452245,0.396151135,9.903778373,9.665661752,69.4999,9.622628292,240.5657073,71.9073  0.1962,,,24.18782528,0.4318288,,0.030856667,9.622628292,384.9051317
69.9999,0.41653,69.9999,0.417998,69.9999,0.418891,69.9999,0.416829,10.420725,,1.095277638,0.38056926,9.5142315,9.668936418,69.9999,9.63148509,240.7871272,72.462  0.1978,,,24.17826406,0.4320738,,0.03112,9.63148509,385.2594036
70.5,0.417555,70.5,0.418572,70.5,0.419094,70.5,0.417094,10.42735,,1.095277638,0.380811208,9.520280194,9.622628292,70.5,9.656554056,241.4138514,72.4619  0.1995,,,24.16726437,0.4327084,,0.0314,9.656554056,386.2621622
71,0.417457,71,0.418895,71,0.419912,71,0.417668,10.4417,#NUM!,1.093117266,0.382088924,9.552223101,9.63148509,71,9.683832346,242.0958087,73.0166  0.2011,,,24.1553635,0.4329724,,0.031663333,9.683832346,387.3532938
71.5,0.417999,71.5,0.41905,71.5,0.41994,71.5,0.418024,10.4506,,1.051452245,0.397568223,9.939205564,9.656554056,71.5,9.706356886,242.6589221,73.5712  0.2027,,,24.14523047,0.4333592,,0.031943333,9.706356886,388.2542754
71.9999,0.417959,71.9999,0.418847,71.9999,0.420285,71.9999,0.417882,10.44705,,1.086592334,0.384580295,9.614507366,9.683832346,71.9999,9.633937637,240.8484409,73.5712  0.2044,,,24.13420616,0.4342076,,0.032208333,9.633937637,385.3575055
72.5,0.41822,72.5,0.419454,72.5,0.420068,72.5,0.418529,10.463225,,1.086592334,0.385175734,9.629393354,9.706356886,72.5,9.613428916,240.3357229,74.1259  0.206,,,24.12376429,0.434807,,0.03249,9.613428916,384.5371566
72.9999,0.418917,72.9999,0.419707,72.9999,0.421215,72.9999,0.418748,10.4687,,1.085703299,0.38569285,9.64232126,9.633937637,72.9999,9.659177468,241.4794367,74.1259  0.2076,,,24.11282108,0.4348292,,0.032753333,9.659177468,386.3670987
73.4999,0.41855,73.4999,0.420016,73.4999,0.421042,73.4999,0.419061,10.476525,,1.085703299,0.385981143,9.649528569,9.613428916,73.4999,9.704572489,242.6143122,74.6804  0.2093,,,24.10242645,0.4350324,,0.033035,9.704572489,388.1828996
73.9999,0.419333,73.9999,0.420427,73.9999,0.420807,73.9999,0.419464,10.4866,,1.100092344,0.381298899,9.532472481,9.659177468,73.9999,9.699219968,242.4804992,74.6804  0.2109,,,24.09185323,0.4358046,,0.033315,9.699219968,387.9687987
74.5,0.419252,74.5,0.420887,74.5,0.421464,74.5,0.419297,10.482425,,1.068284853,0.392495502,9.812387562,9.704572489,74.5,9.777194173,244.4298543,75.2352  0.2109,,,24.08129228,0.4357952,,0.033578333,9.777194173,391.0877669
74.9999,0.420033,74.9999,0.420761,74.9999,0.421881,74.9999,0.419789,10.494725,,1.068284853,0.392956054,9.823901345,9.699219968,74.9999,9.787233626,244.6808407,75.7898  0.2109,,,24.06943387,0.4362274,,0.033861667,9.787233626,391.489345
75.5,0.420268,75.5,0.421117,75.5,0.422443,75.5,0.419994,10.49985,,1.090540173,0.385124739,9.628118484,9.777194173,75.5,9.732182799,243.30457,76.3445  0.2125,,,24.05895198,0.436681,,0.034125,9.732182799,389.287312
76,0.420473,76,0.421447,76,0.422078,76,0.420212,10.5053,,1.067137942,0.393774772,9.8443693,9.787233626,76,9.748302252,243.7075563,76.3445  0.2142,,,24.04795498,0.4371608,,0.034405,9.748302252,389.9320901
76.5,0.420053,76.5,0.421619,76.5,0.422883,76.5,0.420561,10.514025,,1.067137942,0.394101815,9.852545376,9.732182799,76.5,9.71378562,242.8446405,76.8991  0.2158,,,24.03680163,0.437247,,0.034671667,9.71378562,388.5514248
76.9999,0.420901,76.9999,0.422,76.9999,0.422456,76.9999,0.421027,10.525675,,1.096002286,0.384147922,9.603698038,9.748302252,76.9999,9.741109847,243.5277462,76.8991  0.2174,,,24.02557233,0.4380476,,0.034951667,9.741109847,389.6443939
77.4999,0.421089,77.4999,0.421941,77.4999,0.423446,77.4999,0.420757,10.518925,,1.085253598,0.387703852,9.692596296,9.71378562,77.4999,9.755713387,243.8928347,77.4538  0.2191,,,24.01476049,0.4384992,,0.035215,9.755713387,390.2285355
77.9999,0.421424,77.9999,0.422472,77.9999,0.423538,77.9999,0.421352,10.5338,,1.085253598,0.388252111,9.70630277,9.741109847,77.9999,9.967273271,249.1818318,78.0084  0.2207,,,24.00348778,0.4391576,,0.035495,9.967273271,398.6909308
78.5,0.421642,78.5,0.42269,78.5,0.423628,78.5,0.421682,10.54205,,1.058243014,0.398473691,9.961842283,9.755713387,78.5,9.980821635,249.5205409,78.5631  0.2223,,,23.99147229,0.4397918,,0.03576,9.980821635,399.2328654
78.9999,0.421811,78.9999,0.422803,78.9999,0.423773,78.9999,0.421871,10.546775,,1.09155998,0.386484488,9.662112199,9.967273271,78.9999,9.930600646,248.2650161,79.1178  0.2223,,,23.98043121,0.4394706,,0.036041667,9.930600646,397.2240258
79.4999,0.422199,79.4999,0.423408,79.4999,0.424099,79.4999,0.422357,10.558925,,1.001906204,0.421553433,10.53883583,9.980821635,79.4999,9.971174286,249.2793571,79.6724  0.224,,,23.96908793,0.4401574,,0.036306667,9.971174286,398.8469714
79.9999,0.422183,79.9999,0.423173,79.9999,0.423982,79.9999,0.422442,10.56105,,1.082019782,0.390419849,9.760496226,9.930600646,79.9999,9.795379649,244.8844912,80.2271  0.2256,,,23.95744668,0.4404306,,0.036588333,9.795379649,391.815186
80.5,0.422496,80.5,0.42364,80.5,0.424207,80.5,0.422462,10.56155,,1.082019782,0.390438333,9.760958325,9.971174286,80.5,9.783633284,244.5908321,80.2271  0.2272,,,23.94620169,0.440665,,0.036851667,9.783633284,391.3453314
80.9999,0.422536,80.9999,0.42362,80.9999,0.424877,80.9999,0.422648,10.5662,,1.075505143,0.39297627,9.824406759,9.795379649,80.9999,9.881203441,247.030086,80.7816  0.2288,,,23.93505048,0.441494,,0.037133333,9.881203441,395.2481376
81.4999,0.423156,81.4999,0.423931,81.4999,0.424975,81.4999,0.423132,10.5783,,1.075505143,0.393426291,9.835657286,9.783633284,81.4999,9.866539932,246.6634983,81.3364  0.2305,,,23.92383899,0.4415772,,0.037396667,9.866539932,394.6615973
81.9999,0.423054,81.9999,0.424352,81.9999,0.425441,81.9999,0.423109,10.577725,,1.088970328,0.388540431,9.713510766,9.881203441,81.9999,9.846680171,246.1670043,81.891  0.2305,,,23.91261429,0.4422436,,0.03768,9.846680171,393.8672068
82.4999,0.423468,82.4999,0.424339,82.4999,0.425543,82.4999,0.423524,10.5881,,1.043035244,0.406049558,10.15123895,9.866539932,82.4999,9.886131089,247.1532772,82.4457  0.2305,,,23.90056991,0.442623,,0.03796,9.886131089,395.4452436
82.9999,0.423923,82.9999,0.424786,82.9999,0.42556,82.9999,0.424042,10.60105,,1.085533322,0.390630109,9.765752724,9.846680171,82.9999,9.831698987,245.7924747,83.0004  0.2321,,,23.88909719,0.4430584,,0.038223333,9.831698987,393.2679595
83.5,0.423511,83.5,0.424877,83.5,0.425788,83.5,0.423628,10.5907,,1.085533322,0.39024873,9.75621824,9.886131089,83.5,9.888789827,247.2197457,83.0003  0.2337,,,23.87742159,0.4433684,,0.038506667,9.888789827,395.5515931
83.9999,0.423996,83.9999,0.424805,83.9999,0.425711,83.9999,0.424238,10.60595,,1.07442125,0.394852577,9.871314437,9.831698987,83.9999,9.867204347,246.6801087,83.0003  0.2354,,,23.86596363,0.443838,,0.03877,9.867204347,394.6881739
84.4999,0.424887,84.4999,0.425689,84.4999,0.426587,84.4999,0.424782,10.61955,,1.069063142,0.397340422,9.933510546,9.888789827,84.4999,9.818906286,245.4726571,83.0003  0.237,,,23.85389965,0.4442832,,0.03905,9.818906286,392.7562514
84.9999,0.42473,84.9999,0.425322,84.9999,0.426509,84.9999,0.424799,10.619975,,1.062622738,0.399764643,9.994116085,9.867204347,84.9999,9.792549972,244.8137493,83.0003  0.2386,,,23.84256216,0.4444212,,0.039316667,9.792549972,391.7019989
85.4999,0.424502,85.4999,0.425625,85.4999,0.426463,85.4999,0.424515,10.612875,,1.097519208,0.386795053,9.669876321,9.818906286,85.4999,9.755258504,243.8814626,83.0003  0.2403,,,23.8306948,0.444882,,0.039598333,9.755258504,390.2103402
85.9999,0.424679,85.9999,0.426123,85.9999,0.42697,85.9999,0.424877,10.621925,,1.097519208,0.387124888,9.678122191,9.792549972,85.9999,9.832663081,245.816577,83.0003  0.2419,,,23.81892353,0.445276,,0.039863333,9.832663081,393.3065232
86.5,0.424797,86.5,0.425937,86.5,0.427068,86.5,0.424827,10.620675,,1.080645384,0.393123412,9.828085292,9.755258504,86.5,9.892743478,247.3185869,83.0002  0.2435,,,23.80709832,0.4459176,,0.040145,9.892743478,395.7097391
87,0.425346,87,0.426601,87,0.427631,87,0.425556,10.6389,,1.080645384,0.393798009,9.844950214,9.832663081,87,9.887841026,247.1960256,83.5549  0.2452,,,23.79529163,0.4458156,,0.040426667,9.887841026,395.513641
87.5,0.425158,87.5,0.42658,87.5,0.427601,87.5,0.425313,10.632825,,1.06546728,0.399179785,9.979494629,9.892743478,87.5,9.958046132,248.9511533,83.5549  0.2468,,,23.78335504,0.446045,,0.04069,9.958046132,398.3218453
87.9999,0.42556,87.9999,0.426931,87.9999,0.427555,87.9999,0.425727,10.643175,,1.073069046,0.396737751,9.918443776,9.887841026,87.9999,9.907594922,247.6898731,83.5548  0.2484,,,23.77097146,0.4465268,,0.040973333,9.907594922,396.3037969
88.4999,0.425935,88.4999,0.427257,88.4999,0.428273,88.4999,0.425743,10.643575,,1.085140603,0.392339019,9.808475484,9.958046132,88.4999,9.922959635,248.0739909,83.5548  0.2501,,,23.7593435,0.4469134,,0.041236667,9.922959635,396.9183854
88.9999,0.425981,88.9999,0.426966,88.9999,0.427559,88.9999,0.426174,10.65435,,1.052201396,0.405030826,10.12577064,9.907594922,88.9999,9.966858064,249.1714516,83.5548  0.2484,,,23.7463137,0.447484,,0.041518333,9.966858064,398.6743226
89.4999,0.426505,89.4999,0.427382,89.4999,0.428183,89.4999,0.42613,10.65325,,1.089546736,0.391107592,9.777689791,9.922959635,89.4999,9.911280025,247.7820006,84.1095  0.2468,,,23.73448562,0.448272,,0.041783333,9.911280025,396.451201
89.9999,0.426091,89.9999,0.427542,89.9999,0.428522,89.9999,0.426351,10.658775,,1.068023948,0.399196105,9.979902626,9.966858064,89.9999,9.944074278,248.6018569,84.6642  0.2484,,,23.72168172,0.4484244,,0.042066667,9.944074278,397.7629711
90.4999,0.426207,90.4999,0.427322,90.4999,0.428186,90.4999,0.426529,10.663225,,1.068023948,0.399362768,9.9840692,9.911280025,90.4999,9.918181944,247.9545486,85.2189  0.2501,,,23.70954489,0.4490078,,0.04233,9.918181944,396.7272778
90.9999,0.426485,90.9999,0.427751,90.9999,0.428642,90.9999,0.426659,10.666475,,1.07704546,0.396138339,9.903458485,9.944074278,90.9999,9.894463943,247.3615986,85.7734  0.2517,,,23.69822523,0.4487166,,0.042611667,9.894463943,395.7785577
91.4999,0.426936,91.4999,0.428009,91.4999,0.429239,91.4999,0.426892,10.6723,,1.07704546,0.396354672,9.908866799,9.918181944,91.4999,9.863423193,246.5855798,85.7734  0.2533,,,23.68620477,0.4496812,,0.042893333,9.863423193,394.5369277
91.9999,0.426855,91.9999,0.427966,91.9999,0.429461,91.9999,0.426872,10.6718,,1.080542716,0.395053332,9.87633329,9.894463943,91.9999,9.833524645,245.8381161,85.7734  0.255,,,23.67320785,0.4498572,,0.043158333,9.833524645,393.3409858
92.5,0.427221,92.5,0.428655,92.5,0.429552,92.5,0.427428,10.6857,,1.080542716,0.395567888,9.889197196,1.080542716,92.5,9.862919855,246.5729964,86.3281  0.2566,,,23.66118791,0.450338,,0.04344,9.862919855,394.5167942
93,0.427757,93,0.428848,93,0.429894,93,0.427355,10.683875,,1.092499456,0.391171819,9.779295485,1.092499456,93,9.926059009,248.1514752,86.8828  0.2582,,,23.64853257,0.4506728,,0.043703333,9.926059009,397.0423604
93.4999,0.427822,93.4999,0.428835,93.4999,0.429795,93.4999,0.427791,10.694775,,1.092499456,0.391570904,9.789272607,1.092499456,93.4999,9.936756538,248.4189134,87.4374  0.2598,,,23.63647427,0.4507954,,0.043986667,9.936756538,397.4702615
93.9999,0.428068,93.9999,0.429274,93.9999,0.430328,93.9999,0.428067,10.701675,,1.070819186,0.399756565,9.993914131,1.070819186,93.9999,9.94989129,248.7472822,87.4374  0.2615,,,23.62368639,0.451073,,0.044251667,9.94989129,397.9956516
94.4999,0.428135,94.4999,0.428928,94.4999,0.429821,94.4999,0.428316,10.7079,,1.055823302,0.405670153,10.14175381,1.055823302,94.4999,9.912964917,247.8241229,87.4374  0.2631,,,23.61074405,0.4515984,,0.044533333,9.912964917,396.5185967
94.9999,0.428227,94.9999,0.429253,94.9999,0.430096,94.9999,0.427718,10.69295,,1.088663898,0.392883424,9.8220856,1.088663898,94.9999,9.841233006,246.0308252,87.4374  0.2647,,,23.59819669,0.4522336,,0.044815,9.841233006,393.6493202
95.4999,0.428272,95.4999,0.429379,95.4999,0.430255,95.4999,0.428577,10.714425,,1.088663898,0.393672465,9.841811615,1.088663898,95.4999,9.850975028,246.2743757,87.4374  0.2664,,,23.58488487,0.4529562,,0.04508,9.850975028,394.0390011
95.9999,0.42865,95.9999,0.429635,95.9999,0.430873,95.9999,0.428507,10.712675,,1.088,0.393848346,9.84620864,1.088,95.9999,9.899459888,247.4864972,87.9921  0.2647,,,23.57210683,0.4530692,,0.045361667,9.899459888,395.9783955
96.4999,0.428654,96.4999,0.429528,96.4999,0.430665,96.4999,0.428848,10.7212,,1.087913659,0.394193047,9.85482617,1.087913659,96.4999,9.926245162,248.1561291,88.5467  0.2647,,,23.55887783,0.4530204,,0.045626667,9.926245162,397.0498065
96.9999,0.428721,96.9999,0.43019,96.9999,0.431193,96.9999,0.429119,10.727975,,1.087913659,0.394442147,9.861053687,1.087913659,96.9999,9.959657048,248.9914262,89.1014  0.2631,,,23.54598063,0.45371,,0.045908333,9.959657048,398.3862819
97.5,0.428725,97.5,0.429781,97.5,0.431162,97.5,0.428868,10.7217,,1.068350534,0.401430042,10.03575106,1.068350534,97.5,9.993083107,249.8270777,89.6561  0.2647,,,23.53221798,0.4542194,,0.046175,9.993083107,399.7233243
97.9999,0.428494,97.9999,0.429622,97.9999,0.431422,97.9999,0.429365,10.734125,,1.078443467,0.398133989,9.953349737,1.078443467,97.9999,10.02408678,250.6021694,89.6561  0.2664,,,23.51941184,0.454453,,0.046458333,10.02408678,400.9634712
98.5,0.429366,98.5,0.430579,98.5,0.431372,98.5,0.429153,10.728825,,1.074120562,0.399538948,9.988473712,1.074120562,98.5,9.987291596,249.6822899,90.2107  0.268,,,23.50612658,0.4553196,,0.046738333,9.987291596,399.4916638
99,0.429269,99,0.430739,99,0.431628,99,0.429423,10.735575,,1.074120562,0.399790317,9.994757923,1.074120562,99,9.942188885,248.5547221,90.2107  0.2696,,,23.49291073,0.4553788,,0.047003333,9.942188885,397.6875554
99.4999,0.42991,99.4999,0.430557,99.4999,0.431554,99.4999,0.429702,10.74255,,1.057361978,0.406390629,10.15976574,1.057361978,99.4999,9.932504034,248.3126008,90.7652  0.2713,,,23.47997056,0.456058,,0.047285,9.932504034,397.3001614
99.9999,0.429525,99.9999,0.43074,99.9999,0.432022,99.9999,0.429765,10.744125,,1.095649584,0.392246761,9.806169013,1.095649584,99.9999,9.883373745,247.0843436,90.7652  0.2729,,,23.46730222,0.4562354,,0.047551667,9.883373745,395.3349498
100.5,0.430003,100.5,0.431082,100.5,0.431972,100.5,0.429848,10.7462,,1.095649584,0.392322515,9.808062867,1.095649584,100.5,9.967193643,249.1798411,91.32  0.2745,,,23.45402123,0.4563298,,0.047831667,9.967193643,398.6877457
101,0.429995,101,0.430962,101,0.432229,101,0.4301,10.7525,,1.08,0.398240741,9.956018519,1.08,101,10.04046927,251.0117318,91.8746  0.2762,,,23.44187168,0.4573698,,0.048111667,10.04046927,401.6187708
101.5,0.430297,101.5,0.431254,101.5,0.432662,101.5,0.429962,10.74905,,1.078870433,0.398529783,9.963244581,1.078870433,101.5,10.13617578,253.4043944,92.4293  0.2778,,,23.42845247,0.4571844,,0.048378333,10.13617578,405.4470312
102,0.430768,102,0.431692,102,0.432479,102,0.430281,10.757025,,1.06069906,0.405657944,10.14144861,1.06069906,102,10.20296698,255.0741745,92.4293  0.2793,,,23.41505388,0.4581332,,0.04866,10.20296698,408.1186792
102.5,0.430415,102.5,0.431663,102.5,0.432215,102.5,0.430529,10.763225,,1.065542895,0.404046615,10.10116538,1.065542895,102.5,10.17168924,254.292231,92.9839  0.2811,,,23.4019691,0.4579196,,0.048926667,10.17168924,406.8675696
103,0.430505,103,0.431638,103,0.432271,103,0.430753,10.768825,,1.041588831,0.413553782,10.33884454,1.041588831,103,10.15156864,253.7892161,92.9839  0.2827,,,23.38838761,0.4583672,,0.04921,10.15156864,406.0627456
103.5,0.430729,103.5,0.432117,103.5,0.43283,103.5,0.430638,10.76595,,1.052347917,0.409216375,10.23040938,1.052347917,103.5,10.0260283,250.6507074,93.5386  0.2843,,,23.37490711,0.4593206,,0.049475,10.0260283,401.041132
104,0.430603,104,0.431966,104,0.433131,104,0.431049,10.776225,,1.075864789,0.400653506,10.01633765,1.075864789,104,9.925738665,248.1434666,94.0932  0.286,,,23.36204438,0.4595262,,0.049756667,9.925738665,397.0295466
104.5,0.431239,104.5,0.432253,104.5,0.432945,104.5,0.431236,10.7809,,1.075864789,0.40082732,10.020683,1.075864789,104.5,9.895770481,247.394262,94.6479  0.286,,,23.34868061,0.4599554,,0.050038333,9.895770481,395.8308192
105,0.431427,105,0.432079,105,0.433433,105,0.431463,10.786575,,1.096566275,0.393467326,9.836683152,1.096566275,105,10.02364828,250.591207,95.2026  0.2876,,,23.33538,0.459676,,0.050303333,10.02364828,400.9459312
105.5,0.431178,105.5,0.432148,105.5,0.433166,105.5,0.431137,10.778425,,1.096566275,0.393170034,9.829250861,1.096566275,105.5,10.35056442,258.7641105,95.7572  0.2892,,,23.32147996,0.4607338,,0.050588333,10.35056442,414.0225768
106,0.431171,106,0.432415,106,0.433588,106,0.431152,10.7788,,1.089156592,0.395858597,9.896464916,1.089156592,106,10.46784063,261.6960156,96.3119  0.2909,,,23.30787045,0.4610336,,0.050851667,10.46784063,418.7136252
106.5,0.431504,106.5,0.432563,106.5,0.433505,106.5,0.431599,10.789975,,1.024475509,0.421287768,10.53219419,1.024475509,106.5,10.49397156,262.3492889,96.3118  0.2925,,,23.29434974,0.4615308,,0.051135,10.49397156,419.7588624
107,0.431949,107,0.432887,107,0.433693,107,0.431425,10.785625,,0.967811242,0.445773909,11.14434771,0.967811242,107,10.39190964,259.7977411,96.8665  0.2941,,,23.28020561,0.4613454,,0.051416667,10.39190964,415.6763856
107.5,0.43198,107.5,0.432437,107.5,0.433681,107.5,0.431984,10.7996,,1.048672267,0.411934227,10.29835568,1.048672267,107.5,10.13731876,253.4329689,97.4212  0.2957,,,23.26648533,0.4620826,,0.051681667,10.13731876,405.4927504
108,0.432107,108,0.432952,108,0.433687,108,0.43191,10.79775,,1.07966826,0.400039545,10.00098864,1.07966826,108,10.14955956,253.7389889,97.9758  0.2974,,,23.2526548,0.4622874,,0.051963333,10.14955956,405.9823824
108.5,0.431978,108.5,0.433243,108.5,0.434196,108.5,0.432258,10.80645,,1.067414763,0.404957862,10.12394654,1.067414763,108.5,10.14978277,253.7445692,97.9758  0.299,,,23.23878892,0.4631418,,0.052228333,10.14978277,405.9913108
109,0.43185,109,0.433176,109,0.433744,109,0.432345,10.808625,,1.067414763,0.405039367,10.12598417,1.067414763,109,10.14928368,253.732092,98.5304  0.3006,,,23.22498568,0.4626692,,0.052511667,10.14928368,405.9713472
109.5,0.432623,109.5,0.433324,109.5,0.434354,109.5,0.432263,10.806575,,1.04438407,0.413892755,10.34731888,1.04438407,109.5,10.12721032,253.1802579,99.0851  0.3023,,,23.21111708,0.4630722,,0.052795,10.12721032,405.0884128
