0	17.37342	0.01737342
0.1	22.13207	0.02213207
0.2	37.37535	0.03737535
0.3	58.36748	0.05836748
0.4	67.78359	0.06778359
0.5	83.40665	0.08340665
0.6	101.71675	0.10171675
0.7	113.39824	0.11339824
0.8	129.86524	0.12986524
0.9	142.63176	0.14263176
1	160.68711	0.16068711
1.1	168.19581	0.16819581
1.2	182.27419	0.18227419
1.3	201.56465	0.20156465
1.4	211.65318	0.21165318
1.5	227.70443	0.22770443
1.6	240.27149	0.24027149
1.7	259.31466	0.25931466
1.8	266.97384	0.26697384
1.9	280.59243	0.28059243
2	298.56346	0.29856346
2.1	308.94743	0.30894743
2.2	324.06226	0.32406226
2.3	336.5553	0.3365553
2.4	355.73279	0.35573279
2.5	363.57413	0.36357413
2.6	375.68731	0.37568731
2.7	395.2153	0.3952153
2.8	405.76481	0.40576481
2.9	420.78663	0.42078663
3	433.65909	0.43365909
3.1	451.29815	0.45129815
3.2	460.53212	0.46053212
3.3	471.27581	0.47127581
3.4	489.03031	0.48903031
3.5	500.67799	0.50067799
3.6	515.15251	0.51515251
3.7	528.45781	0.52845781
3.8	544.99325	0.54499325
3.9	555.93378	0.55593378
4	565.49865	0.56549865
4.1	582.33426	0.58233426
4.2	595.88198	0.59588198
4.3	607.60663	0.60760663
4.4	622.32851	0.62232851
4.5	636.92899	0.63692899
4.6	650.3351	0.6503351
4.7	658.79356	0.65879356
4.8	673.86548	0.67386548
4.9	689.71552	0.68971552
5	700.44375	0.70044375
5.1	715.69169	0.71569169
5.2	729.88598	0.72988598
5.3	744.2663	0.7442663
5.4	751.95967	0.75195967
5.5	766.20011	0.76620011
5.6	784.01789	0.78401789
5.7	794.20758	0.79420758
5.8	809.61986	0.80961986
5.9	821.8158	0.8218158
6	838.26249	0.83826249
6.1	845.29798	0.84529798
6.2	858.37021	0.85837021
6.3	876.0415	0.8760415
6.4	885.13587	0.88513587
6.5	900.91834	0.90091834
6.6	911.57043	0.91157043
6.7	929.02631	0.92902631
6.8	935.25518	0.93525518
6.9	947.99614	0.94799614
7	965.61955	0.96561955
7.1	974.27666	0.97427666
7.2	988.62136	0.98862136
7.3	999.53404	0.99953404
7.4	1017.10409	1.01710409
7.5	1023.47899	1.02347899
7.6	1034.48825	1.03448825
7.7	1052.1288	1.0521288
7.8	1061.56152	1.06156152
7.9	1074.22248	1.07422248
8	1085.57781	1.08557781
8.1	1101.58157	1.10158157
8.2	1108.61957	1.10861957
8.3	1118.0535	1.1180535
8.4	1134.62042	1.13462042
8.5	1144.87875	1.14487875
8.6	1157.07722	1.15707722
8.7	1168.33262	1.16833262
8.8	1183.00412	1.18300412
8.9	1192.07036	1.19207036
9	1200.0666	1.2000666
9.1	1215.86667	1.21586667
9.2	1227.34485	1.22734485
9.3	1238.38773	1.23838773
9.4	1250.86727	1.25086727
9.5	1264.09875	1.26409875
9.6	1274.46391	1.27446391
9.7	1281.05581	1.28105581
9.8	1294.7835	1.2947835
9.9	1308.87143	1.30887143
10	1318.31663	1.31831663
10.1	1331.46597	1.33146597
10.2	1343.94513	1.34394513
10.3	1355.88497	1.35588497
10.4	1361.96697	1.36196697
10.5	1374.62951	1.37462951
10.6	1390.0185	1.3900185
10.7	1398.08636	1.39808636
10.8	1410.51393	1.41051393
10.9	1421.95579	1.42195579
11	1436.27962	1.43627962
11.1	1441.10573	1.44110573
11.2	1452.84012	1.45284012
11.3	1468.35223	1.46835223
11.4	1476.39075	1.47639075
11.5	1489.26144	1.48926144
11.6	1499.75168	1.49975168
11.7	1515.1835	1.5151835
11.8	1519.79942	1.51979942
11.9	1530.40309	1.53040309
12	1545.89573	1.54589573
12.1	1554.10655	1.55410655
12.2	1565.5946	1.5655946
12.3	1575.28836	1.57528836
12.4	1591.70665	1.59170665
12.5	1595.67092	1.59567092
12.6	1605.12943	1.60512943
12.7	1619.61112	1.61961112
12.8	1628.40039	1.62840039
12.9	1640.18665	1.64018665
13	1649.67012	1.64967012
13.1	1665.5758	1.6655758
13.2	1670.88136	1.67088136
13.3	1678.87453	1.67887453
13.4	1693.09117	1.69309117
13.5	1701.61668	1.70161668
13.6	1711.91134	1.71191134
13.7	1722.50289	1.72250289
13.8	1735.88321	1.73588321
13.9	1743.15069	1.74315069
14	1749.81654	1.74981654
14.1	1763.33245	1.76333245
14.2	1773.04465	1.77304465
14.3	1781.91829	1.78191829
14.4	1794.25962	1.79425962
14.5	1805.19614	1.80519614
14.6	1815.04451	1.81504451
14.7	1820.51826	1.82051826
14.8	1832.28012	1.83228012
14.9	1844.34354	1.84434354
15	1852.17317	1.85217317
15.1	1864.26118	1.86426118
15.2	1873.92905	1.87392905
15.3	1886.30633	1.88630633
15.4	1891.03521	1.89103521
15.5	1902.50762	1.90250762
15.6	1915.04732	1.91504732
15.7	1921.89123	1.92189123
15.8	1935.06833	1.93506833
15.9	1943.93862	1.94393862
16	1958.0435	1.9580435
16.1	1962.02509	1.96202509
16.2	1972.11038	1.97211038
16.3	1986.7409	1.9867409
16.4	1992.24837	1.99224837
16.5	2004.62881	2.00462881
16.6	2012.93528	2.01293528
16.7	2027.90853	2.02790853
16.8	2031.314	2.031314
16.9	2041.18434	2.04118434
17	2055.25979	2.05525979
17.1	2062.29053	2.06229053
17.2	2073.45188	2.07345188
17.3	2082.02302	2.08202302
17.4	2097.82422	2.09782422
17.5	2101.60017	2.10160017
17.6	2109.52926	2.10952926
17.7	2123.66786	2.12366786
17.8	2130.81148	2.13081148
17.9	2140.90198	2.14090198
18	2150.01535	2.15001535
18.1	2163.74863	2.16374863
18.2	2168.96217	2.16896217
18.3	2176.3267	2.1763267
18.4	2189.72266	2.18972266
